scene_context_id,scene_id,pov_character,location,present_characters,active_goals,active_threats,known_propositions,believed_propositions,false_beliefs,concealed_propositions,objects_present,relationship_states,open_promises,reader_advantage,reader_disadvantage,revision_context,source_document,review_status,notes
CTX-B03-C10-S04,B03-C10-S04,Jonah Harrow,"Jonah's ridge cabin, bearskin rug",Jonah Harrow; Margot Vance,Resolve the emotional meaning of their intimacy.,"Trauma, uncertainty, mate-bond consequences, fear of permanence.",Margot learns the wolf bonds for life.,Margot chooses permanence rather than treating the relationship as crisis-only.,,,None.,Commitment moves from provisional to explicitly long-term.,They must live with the lifelong bond they have chosen.; Mate-bond and topside-conversation threads substantially advance.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C10-S05,B03-C10-S05,Jonah Harrow,Jonah's ridge cabin,Jonah Harrow; Margot Vance,Rest and guard Margot after intimacy.,"Federal pursuit, Sterling's narrative manipulation, Purge Protocol.",Jonah learns Sterling has framed Margot and obtained federal quarantine action.,Jonah abandons hope that formal authorities will neutrally assess the evidence.,,,Jonah retrieves gun; secure message deleted.,Jonah chooses Margot over his federal chain of command.,Federal siege within four hours.; Sterling retaliation and Purge Protocol escalate.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C11-S01,B03-C11-S01,Shared POV (Jonah/Margot),Jonah's ridge cabin,Jonah Harrow; Margot Vance,"Prepare the cabin, preserve the Treaty, and break communications jamming.","Federal tactical team, signal dampener, limited upload progress.",Margot learns the Treaty also records disappearances since 1995; both identify localized jamming.,The evidence expands from historical coercion to ongoing crimes.,,,Jonah gives Margot a .38 revolver; Scroll remains on table.,Jonah entrusts Margot with a firearm and strategic role.,They must get the digital evidence outside the jamming radius.; Treaty dissemination and siege threads escalate.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C11-S02,B03-C11-S02,Margot Vance,Jonah's ridge cabin,Margot Vance; Jonah Harrow; federal tactical team,Survive the cabin breach.,"Flash-bangs, automatic fire, breach team, impending tear gas.",Margot learns Jonah prepared an explosive emergency exit.,Margot accepts direct armed resistance as necessary for survival.,,,Margot retains revolver; Jonah carries shotgun.,Their partnership becomes combat coordination.,Escape through retaining wall before gas deployment.; Siege and flight become immediate.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C11-S03,B03-C11-S03,Jonah Harrow,Jonah's root cellar and ravine,Jonah Harrow; Margot Vance; federal tactical team,Time the explosion and escape into the ravine.,"Breaching agents, tear gas, structural collapse, icy descent.",Margot learns Jonah planned the cabin as a last-resort fortress with escape capability.,Jonah shifts from holding territory to guerrilla evasion.,,,Margot carries Scroll case; Jonah carries shotgun.,Margot follows Jonah into extreme danger with full trust.,The pair are now hunted in the wilderness.; Federal pursuit and evidence-preservation threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C12-S01,B03-C12-S01,Margot Vance,Frozen woods below Jonah's cabin,Margot Vance; Jonah Harrow,Evade pursuers and preserve the Treaty.,"Extreme cold, helicopter search, exhaustion, magical tracking.",Margot learns the Treaty can be tracked magically and Jonah can obscure it temporarily.,Margot must rely on wolf instinct rather than rational comfort.,,,Scroll case returned to Margot after concealment.,Jonah's survival authority becomes absolute in the wilderness.,Cross the river or be caught.; Wilderness-hunt and Treaty-custody threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C12-S02,B03-C12-S02,Margot Vance,Frozen river crossing,Margot Vance; Jonah Harrow,Cross the river and avoid helicopter detection.,"Freezing water, strong current, hypothermia, aerial search.",Margot experiences the lethal speed of hypothermia.,Survival demands total physical trust.,,,Wet clothes removed; emergency blanket used; Scroll kept dry.,Intimacy becomes nonsexual lifesaving care.,Margot must be rewarmed before travel can continue.; Injury and survival-dependence threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C12-S03,B03-C12-S03,Margot Vance,Shelter beneath fir tree,Margot Vance; Jonah Harrow,Reverse Margot's hypothermia and plan the next route.,"Cold, exhaustion, helicopter search, limited time.",Margot learns Jonah intends to return to town rather than flee.,Jonah reclaims strategic initiative.,,,Emergency blanket and dry gear remain in use.,"Margot experiences Jonah as protector, warmth, and emotional home.",Use old mining tunnels to re-enter town unseen.; Counterattack and public-evidence threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C12-S04,B03-C12-S04,Margot Vance,Whiteout near old mining tunnels,Margot Vance; Jonah Harrow; Yeti,Reach the mine entrance.,"Whiteout, navigation difficulty, territorial Yeti.",Margot sees Jonah's complete wolf form for the first time.,Margot's understanding of Jonah expands beyond partial-shift combat.,,,Jonah drops shotgun before shifting.,Jonah reveals his most animal form in her presence.,Margot must respond to Jonah's full wolf form.; Alpha-acceptance and wilderness-survival threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C12-S05,B03-C12-S05,Margot Vance,Whiteout and old mine entrance,Margot Vance; Jonah Harrow in wolf form; Yeti,Help Jonah survive the Yeti fight and enter the mine.,"Yeti strength, risk of friendly fire, Jonah's feral appearance.",Margot learns Jonah's wolf recognizes her as pack and remains safe with her.,Margot no longer experiences Jonah's full wolf form as monstrous.,,,Margot retrieves and uses shotgun; Scroll remains with pair.,Mate/pack recognition becomes behaviorally mutual even without formal disclosure.,The mine route will carry them back toward town.; Pack acceptance and return-to-town strategy.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C13-S01,B03-C13-S01,Jonah Harrow,Old mining tunnels beneath Snowfall Creek,Jonah Harrow; Margot Vance,Use the abandoned tunnels to return to town unseen.,"Darkness, unstable passages, accumulated injuries, and pursuit.",Jonah and Margot learn the abandoned tunnels are not truly abandoned.,Jonah shifts from evasion to investigation.,,,Treaty remains in Margot's custody; weapons retained.,Their tactical partnership continues under confined pressure.,The tunnels conceal active operations connected to the conspiracy.; Return-to-town and disappearance-ledger threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C13-S02,B03-C13-S02,Jonah Harrow,Hidden tunnel worksite,Jonah Harrow; Margot Vance,Identify who has been using the tunnel network.,"Possible patrols, magical concealment, risk of discovery.",They infer that supernatural disappearances may have been routed through the mine system.,"Margot sees the conspiracy as operational and ongoing, not merely historical.",,,Possible records or physical evidence identified; Treaty retained.,Shared horror reinforces political alliance.,Locate the tunnel destination and identify who controlled it.; Disappearance-ledger and institutional-crime threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C13-S03,B03-C13-S03,Jonah Harrow,Mine junction beneath town,Jonah Harrow; Margot Vance; hostile patrol,Pass the junction without alerting enemy forces.,"Armed patrol, confined space, Jonah's injuries.",They learn the tunnels remain under active hostile control.,Jonah trusts Margot's tactical improvisation more fully.,,,Weapons used but retained.,Margot contributes directly to field survival.,Enemy control extends beneath Snowfall Creek.; Sterling retaliation and counterattack threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C14-S01,B03-C14-S01,Margot Vance,Snowfall Creek under quarantine,Margot Vance; Jonah Harrow; townspeople; federal forces,Move through town without being captured.,"Checkpoints, surveillance, frightened residents, propaganda.",Margot learns Sterling has successfully framed her as the saboteur.,She accepts that evidence alone will not defeat narrative control.,,,Treaty remains concealed.,Jonah remains publicly and privately aligned with her.,They must counter propaganda as well as force.; Public-truth and Sterling-retaliation threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C14-S02,B03-C14-S02,Margot Vance,Safehouse or allied business in Snowfall Creek,Margot Vance; Jonah Harrow; Grishka; Aleksei; allied townspeople,Reconnect with trusted allies and assess resistance capacity.,"Fear, factional mistrust, surveillance, and urgency.",Jonah and Margot learn the town is divided but resistance is organizing.,Margot sees that public truth has created allies rather than only chaos.,,,Possible Treaty copies or devices exchanged.,Their private alliance expands into a community coalition.,"Coordinate resistance and preserve evidence in multiple locations.; Upload, disappearance-ledger, and public-accountability threads.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C14-S03,B03-C14-S03,Margot Vance,Allied safehouse,Margot Vance; Jonah Harrow; allies,Create a dissemination and counterattack plan.,"Jamming, confiscation, imminent raids, incomplete evidence package.",The coalition identifies weak points in Sterling's communications control.,Margot resumes her Keeper role as curator and distributor rather than secret holder.,,,Copies of Treaty and disappearance ledger distributed.,Jonah supports Margot's strategic leadership.,At least one copy must reach outside authorities or the wider supernatural community.; Treaty dissemination reaches active execution.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C14-S04,B03-C14-S04,Margot Vance,Snowfall Creek streets or safehouse perimeter,Margot Vance; Jonah Harrow; allies; hostile forces,Survive an enemy raid or interception.,"Federal agents, Council mercenaries, magical suppression.",Sterling has intelligence inside the resistance or strong surveillance capability.,Jonah suspects an internal leak or compromised channel.,,,Evidence packets leave with multiple couriers.,Shared command under fire strengthens the pair's leadership role.,Identify the leak or surveillance source.; Counterattack and dissemination threads escalate.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C14-S05,B03-C14-S05,Margot Vance,Mayor's office / town square,Margot Vance; Jonah Harrow; Aleksei Petrov; Henderson; Arthur Sterling; town factions; Magisterium forces,"Reveal the true Treaty, free the town, save Jonah.",Jonah's blood loss; incoming Magisterium occupation.,The original Treaty was a partnership and the official history was a lie.,Margot believes public truth can replace coerced peace.,,,Microphone; Scroll case; Sterling in custody.,Margot and Jonah become publicly and privately united.,Jonah must survive; the Magisterium must be resisted; truth must reach beyond the town.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,source-reconciled-v1.1,New context created from direct manuscript review.
CTX-B03-C15-S01,B03-C15-S01,Jonah Harrow,Snowfall Creek streets after raid,Jonah Harrow; Margot Vance; resistance allies,Regroup after the raid and determine who escaped with evidence.,"Casualties, scattered allies, missing couriers, active pursuit.",Jonah learns the dissemination plan partially succeeded.,He sees the conflict shifting from local containment to wider exposure.,,,Surviving evidence copy remains outside Sterling's control.,Jonah and Margot function as joint resistance leaders.,External response will now arrive.; Treaty dissemination and institutional reckoning.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C15-S02,B03-C15-S02,Jonah Harrow,Temporary resistance position,Jonah Harrow; Margot Vance; allies,Interrogate the leak or identify compromised communications.,"Mistrust, incomplete information, danger of false accusation.",Jonah learns how Sterling located the safehouse.,He distinguishes betrayal by a person from technical or magical surveillance.,,,Tracking charm or compromised device may be isolated.,Margot and Jonah negotiate suspicion without turning on each other.,Remove the surveillance source and exploit it against Sterling.; Leak and counterintelligence threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C15-S03,B03-C15-S03,Jonah Harrow,Resistance position / communications point,Jonah Harrow; Margot Vance; external contact,Establish contact with outside authority or supernatural allies.,"Jamming, credibility concerns, Sterling's official narrative.",The protagonists learn outside parties now possess corroborating evidence.,Margot regains faith that documentation can still matter when distributed.,,,Digital or physical evidence confirmed outside town.,Shared relief briefly softens the crisis.,External intervention or investigation is coming.; Public-accountability and institutional-reckoning threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C15-S04,B03-C15-S04,Jonah Harrow,Snowfall Creek resistance position,Jonah Harrow; Margot Vance; allies,Choose the next offensive objective before Sterling responds.,"Time pressure, injuries, divided town, anticipated retaliation.",They identify where Sterling's control is most vulnerable.,Jonah fully embraces rebellion against the system he once served.,,,Weapons and evidence copies allocated.,Jonah and Margot's shared purpose becomes openly revolutionary.,Direct assault or rescue operation.; Political uprising and antagonist-confrontation threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C15-S05,B03-C15-S05,Shared POV,School pump room,Margot Vance; Jonah Harrow; Aleksei Petrov; Henderson,Stabilize Jonah and form a resistance plan.,"Silver poisoning, occupation, detention, incineration.",The Magisterium is sorting captured residents and curfew will not lift.,Margot believes organized resistance and communications sabotage can still change the outcome.,,,Scroll case; industrial medical supplies; portable radio.,Margot assumes command while remaining emotionally anchored to Jonah.,Break the jamming field; obtain Wolf blood; organize resistance.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,source-reconciled-v1.1,New context created from direct manuscript review.
CTX-B03-C16-S01,B03-C16-S01,Margot Vance,Resistance staging area in Snowfall Creek,Margot Vance; Jonah Harrow; resistance allies,Prepare the first coordinated offensive against Sterling's control network.,"Limited manpower, divided loyalties, injuries, and surveillance.",The resistance learns where detainees and administrative records are likely being held.,Margot sees that preservation now requires active intervention.,,,"Weapons, maps, and copied evidence are distributed.",Jonah and Margot operate as complementary co-commanders.,Rescue detainees and seize records without losing the wider evidence network.; Liberation and institutional-exposure threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C16-S02,B03-C16-S02,Margot Vance,Council-controlled detention facility,Margot Vance; Jonah Harrow; resistance team; detainees; guards,Enter the detention site and locate supernatural prisoners.,"Magical locks, armed guards, alarms, and time pressure.",Margot learns detainees include people listed in the disappearance ledger.,The conspiracy's continuity from record to living victim becomes undeniable.,,,"Keys, access tokens, or ward permissions change hands.",Jonah follows Margot's expertise inside institutional space.,Free the detainees and preserve their testimony.; Disappearance-ledger and rescue threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C16-S03,B03-C16-S03,Margot Vance,Detention wing,Margot Vance; Jonah Harrow; detainees; guards,Release prisoners before reinforcements arrive.,"Injured detainees, failing wards, armed response.",The protagonists gain eyewitness evidence linking Sterling's network to disappearances.,Jonah's rebellion becomes morally irreversible.,,,Prison records and detainee files are seized.,The pair are recognized by survivors as protectors and leaders.,Protect witnesses long enough for testimony to spread.; Institutional reckoning and public-proof threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C16-S04,B03-C16-S04,Margot Vance,Detention facility exit,Margot Vance; Jonah Harrow; detainees; resistance team; hostile reinforcements,Evacuate prisoners and records.,"Closing perimeter, magical suppression, wounded civilians.",Margot learns Jonah will sacrifice position and safety to protect the rescued group.,She rejects leaving him behind as an acceptable cost.,,,Records and testimony move with evacuees.,Leadership roles split under pressure but remain emotionally interdependent.,Margot must recover Jonah or prevent his capture.; Rescue operation and relationship-protection threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C16-S05,B03-C16-S05,Jonah Harrow,School pump room,Jonah Harrow; Margot Vance; Aleksei Petrov; Henderson,Launch the sabotage mission and secure the Treaty.,"Time pressure, Jonah's injuries, possible capture.",The Scroll is safer with Jonah than on the strike team.,Both believe the other may not return but proceed anyway.,,,Original Scroll case; Jonah's pistol; radio; improvised explosives.,Mutual trust becomes material and operational.,Margot must destroy the Emitter; Jonah must guard the Scroll and survive.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,source-reconciled-v1.1,New context created from direct manuscript review.
CTX-B03-C17-S01,B03-C17-S01,Jonah Harrow,Council-controlled streets and detention perimeter,Jonah Harrow; hostile forces; Kael,Delay pursuit and rejoin Margot.,"Kael's magic, reinforcements, Jonah's accumulated injuries.",Jonah learns Kael views the disappearances as necessary containment rather than crime.,Jonah abandons any remaining hope that Kael can be reasoned away from the Council.,,,Weapons used; no confirmed transfer.,Jonah's motivation centers on returning to Margot and the rescued people.,Resolve the Jonah–Kael conflict.; Kael antagonist and combat threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C17-S02,B03-C17-S02,Jonah Harrow,Detention perimeter,Jonah Harrow; Kael; hostile forces,Defeat Kael without being recaptured.,"Sterling magic, Jonah's wounds, hostile numbers.",Jonah learns Kael's magic is less effective when deprived of prepared channels or artifacts.,Jonah recognizes his hybrid tactical and wolf abilities as an advantage.,,,Kael's focus object or weapon may be broken or seized.,Margot's earlier analytical lessons influence Jonah's combat thinking.,Kael's final reckoning remains possible if he survives.; Antagonist-defeat thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C17-S03,B03-C17-S03,Jonah Harrow,Escape route from detention perimeter,Jonah Harrow; Margot Vance; resistance allies,Rejoin Margot and get clear of the counterattack.,"Pursuit, Jonah's worsening injuries, collapsing route.",Jonah learns Margot will not accept his self-sacrifice as unilateral policy.,He begins confronting the damage caused by treating himself as expendable.,,,Margot supports or carries Jonah; seized evidence retained.,Their bond shifts toward mutual protection rather than one-way sacrifice.,Jonah must stop making unilateral sacrificial choices.; Relationship-growth and injury threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C17-S04,B03-C17-S04,Jonah Harrow,Resistance medical point,Jonah Harrow; Margot Vance; healers; rescued detainees,Stabilize Jonah and record witness testimony.,"Serious injuries, fear of another raid, fragmented testimony.",The protagonists learn Sterling's likely location and next move.,"Margot sees the rescued survivors as active agents, not only victims.",,,Medical records and testimony notes created.,Jonah accepts treatment under Margot's insistence.,Strike Sterling before he can destroy remaining evidence or prisoners.; Final-antagonist and public-accountability threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C17-S05,B03-C17-S05,Margot Vance,Ski resort rooftop / stairwell,Margot Vance; Aleksei Petrov; Henderson; Magisterium troopers; Valerius; Jonah Harrow by radio,Destroy the Emitter and escape.,"Gunfire, Valerius, unstable chemical blast.",The suppression field is down; the Pack is awake; communications are restored.,Margot believes open war has begun and can now be won.,,,Jonah's pistol; destroyed Emitter; spent chemical charge.,Margot and Jonah reconnect while moving toward each other through combat.,Survive Valerius; reunite; use restored supernatural power.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,source-reconciled-v1.1,New context created from direct manuscript review.
CTX-B03-C18-S01,B03-C18-S01,Margot Vance,Resistance medical point / planning room,Margot Vance; Jonah Harrow; resistance leaders; rescued witnesses,Turn witness testimony into a final operational plan.,"Jonah's condition, limited time, Sterling's remaining forces.",Margot learns where Sterling keeps the master records and command authority.,She embraces leadership without hiding behind Keeper secrecy.,,,"Maps, testimony, and copied records consolidated.",Jonah defers to Margot's strategic judgment.,Seize the master archive and expose Sterling completely.; Final confrontation and records-preservation threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C18-S02,B03-C18-S02,Margot Vance,Resistance staging area,Margot Vance; Jonah Harrow; pack; resistance allies,Unify factions for the final operation.,"Distrust between supernatural groups, fear of casualties, Jonah's former office.",Margot learns the resistance will follow them as a unified coalition.,Jonah's identity shifts fully from sheriff of the system to protector chosen by the community.,,,"Command tokens, radios, or route assignments distributed.",Their partnership receives public legitimacy.,Coalition unity will be tested in battle.; Leadership and uprising threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C18-S03,B03-C18-S03,Margot Vance,Approach to Sterling's command site,Margot Vance; Jonah Harrow; resistance strike teams,Reach the command site undetected.,"Magical surveillance, checkpoints, internal defenses.",They learn Sterling intends to erase evidence and possibly detainees before outside intervention arrives.,Margot accepts that preserving truth may require destroying the institution housing it.,,,Breaching charges or magical tools deployed.,Jonah and Margot make a rapid joint command decision.,Stop record destruction before the archive is lost.; Final-assault and evidence-preservation threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C18-S04,B03-C18-S04,Margot Vance,Sterling's command site / records archive,Margot Vance; Jonah Harrow; Arthur Sterling; resistance fighters,Breach the archive and confront Sterling.,"Sterling's guards, magical defenses, active destruction of evidence.",Margot sees the full scale of Sterling's administrative machinery.,"The corruption is revealed as systematic, not the work of one rogue actor.",,,Master records or archive components enter resistance custody.,Their divided roles combine into one final objective.,"Sterling's final defeat and institutional replacement.; Final confrontation, evidence, and liberation threads.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C18-S05,B03-C18-S05,Jonah Harrow,Snowfall Creek valley,Jonah Harrow; Margot Vance; Aleksei Petrov; Henderson; Pack; Troll allies,Choose a fortress and counter the gunship.,Mark IV aerial command platform and imminent bombardment.,"The Archives contain Crate 404, a Dragon-Killer Ballista with gravity runes.",Jonah believes the coalition can convert the Archives into an active fortress.,,,Dragon-Killer Ballista identified; weapons and radios remain with the coalition.,Jonah and Margot operate as co-commanders.,Fortify the Archives; activate the ballista; shoot down the gunship.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,source-reconciled-v1.1,New context created from direct manuscript review. Duplicate closing paragraph in source flagged for copyediting.
CTX-B03-C19-S01,B03-C19-S01,Shared POV (Margot / Jonah),Snowfall Creek main street and alley,Jonah Harrow; Margot Vance; Henderson; Grishka; Aleksei; wolves; Grey Guard; Gunship,Reach the library alive while under Gunship fire.,"Kinetic cannon, Grey Guard troops, exposed streets, wounded allies.",Jonah and Margot learn the Gunship can disintegrate structures with a kinetic cannon.,The library becomes the only defensible stronghold.,,,Weapons and wounded allies carried toward library.,Jonah and Margot coordinate the retreat as co-commanders.,The library must withstand a full military assault.; Grey Guard siege and library-defense threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C19-S02,B03-C19-S02,Margot Vance,Snowfall Creek Archives exterior and entrance,Margot Vance; Jonah Harrow; resistance survivors; Grey Guard,Activate the library's defensive systems.,"Grey Guard assault, Gunship fire, incomplete understanding of the building's war protocols.",Margot learns the building's lockdown systems include lethal or incapacitating pest-control defenses.,She accepts the library as an active ally rather than passive setting.,,,No major transfer.,Jonah relies on Margot's Keeper authority for battlefield survival.,The awakened library may possess additional siege capabilities.; Library-agency and siege-defense threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C19-S03,B03-C19-S03,Shared POV,Library lawn and lobby,Jonah Harrow; Margot Vance; Aleksei; Henderson; Grishka; wolves; Trolls; Vampires,Get all survivors inside and seal the library.,"Gunship fire, wounded allies, limited time before Grey Guard recovers.",The group learns the lobby is secure only temporarily and the roof remains vulnerable.,Margot decides conventional stairs are too slow and chooses the service hoist.,,,Wounded survivors moved inside.,The mixed supernatural coalition accepts Margot's direct command.,They must find a weapon capable of defeating the Gunship.; B4 arsenal and siege threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C19-S04,B03-C19-S04,Jonah Harrow,Service hoist descending to B4 and Vault arsenal,Jonah Harrow; Margot Vance; Grishka; Trolls; Wolves; Vampires,Retrieve a weapon from B4 capable of destroying the Gunship.,"Time pressure, unstable ancient weaponry, enormous weight.",Jonah learns the Vault contains large-scale anti-siege weapons.,He accepts improvised historical magic as the only viable answer to modern military technology.,,,Ancient ballista transferred from B4 arsenal to service hoist.,Margot's archival knowledge directs Jonah's battlefield decisions.,The ballista must reach the lobby and fire before the bunker-buster strike.; Gunship-destruction objective.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C19-S05,B03-C19-S05,Margot Vance,Library lobby and atrium,Margot Vance; Jonah Harrow; Grishka; Trolls; Aleksei; wolves; Gunship crew,Set up and fire the ballista before the Gunship destroys the library.,"Failing roof, depleted shields, incoming bunker-buster, volatile crystal weapon.",The coalition learns the ballista's history-lance can pierce modern magical energy defenses.,Margot fully occupies the role of combat Keeper.,,,Ballista discharged; magical harpoon leaves library.,Jonah entrusts the decisive shot to Margot.,The consequences of destroying or disabling the Gunship.; Siege-defense thread reaches climax.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C20-S01,B03-C20-S01,Margot Vance,Library atrium under Grey Guard occupation,Margot Vance; Valerius; unconscious defenders; Grey Guard,Understand the silent takeover and preserve the library.,"Neurotoxin gas, communications blackout, Valerius's occupation force.",Margot learns Valerius intends to treat the library and resistance as a controlled military experiment.,She recognizes the occupation is not negotiation but calculated dehumanization.,,,Library control passes to Grey Guard occupation.,Margot's responsibility shifts from defending the building to preserving the people and resistance outside it.,Retake or destroy the occupied library before Valerius weaponizes it.; Valerius antagonist and library-loss threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C20-S02,B03-C20-S02,Jonah Harrow,Neurotoxin dreamscape,Jonah Harrow; dream-Margot; shadow antagonist,Find Margot within a predatory dream.,"Wolf hunger, fear of losing her, shadow that erases the scent trail.","The reader sees Jonah's deepest fear of possessiveness, loss, and destructive protection.",No waking belief change yet; the dream externalizes his unresolved internal conflict.,,,None; dream symbolism only.,The mate bond is represented as both anchor and potential danger.,Jonah must distinguish protection from possession.; Self-sacrifice and mate-bond conflict.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C20-S03,B03-C20-S03,Jonah Harrow,Snowy woods and old logging road outside occupied library,Jonah Harrow; Margot Vance,Escape sniper range and reorganize after the library falls.,"Neurotoxin aftereffects, Grey Guard snipers, loss of stronghold, freezing weather.",Jonah learns Margot has a contingency protocol for total insurgent resistance.,Both shift from holding territory to sabotage and guerrilla war.,,,Radio used to activate Pack protocol.,Margot physically saves Jonah and assumes strategic initiative.,Protocol Wild Hunt will mobilize the resistance against the occupation.; Retaking or destroying the library.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C21-S01,B03-C21-S01,Jonah Harrow,Library fortress and Main Street defenses,Jonah Harrow; Grishka; Sarah; Trolls; Wolves; townspeople,Inspect and coordinate the fortified rebellion.,"Expected Grey Guard counterattack, limited time, militia logistics.",Jonah learns the rebellion has become a coordinated town-wide defense network.,He accepts that leadership now requires delegation rather than personal front-line control.,,,Construction material and weapons distributed across defenses.,Jonah's bond with the community becomes command legitimacy.,The fortified town must withstand the Grey Guard legion.; Wild Hunt and siege threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
