assertion_id,proposition_id,subject_id,predicate,object_id_or_value,assertion_type,canonical_status,truth_status,epistemic_status,story_time,valid_from_scene,valid_to_scene,narrative_reveal_scene,viewpoint_context,reader_context,revision_context,source_document,source_span,source_quote,source_class,authority_level,confidence,review_status,supersedes,contradicts,derived_from,notes,story_graph_destination,normalized_predicate_class
A-B03-000081,P-B03-000072,Resistance,RESCUES,detainees,on-page-event,verified,true,known,,B03-C16-S03,,B03-C16-S03,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C16-S03,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000082,P-B03-000073,Rescued detainees,TESTIFY_AGAINST,Sterling network,story-world-fact,verified,true,known,,B03-C16-S03,,B03-C16-S03,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C16-S03,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000083,P-B03-000074,Jonah Harrow,PROTECTS,evacuation,on-page-event,verified,true,known,,B03-C16-S04,,B03-C16-S04,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C16-S04,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000084,P-B03-000075,Kael,CONFRONTS,Jonah Harrow,on-page-event,verified,true,known,,B03-C17-S01,,B03-C17-S01,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C17-S01,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000085,P-B03-000076,Margot Vance,RETURNS_FOR,Jonah Harrow,relationship-event,verified,true,known,,B03-C17-S03,,B03-C17-S03,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C17-S03,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000086,P-B03-000077,Rescued witness,REVEALS,Sterling command site,story-world-fact,verified,true,known,,B03-C17-S04,,B03-C17-S04,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C17-S04,,manuscript,4,high,human-verified,,,,,Knowledge States,epistemic
A-B03-000087,P-B03-000078,Resistance,SELECTS,master archive target,character-intention,verified,true,known,,B03-C18-S01,,B03-C18-S01,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C18-S01,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000088,P-B03-000079,Jonah Harrow,RENOUNCES,corrupt enforcement structure,character-state,verified,true,known,,B03-C18-S02,,B03-C18-S02,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C18-S02,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000089,P-B03-000080,Arthur Sterling,DESTROYS,records,on-page-event,verified,true,known,,B03-C18-S03,,B03-C18-S03,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C18-S03,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000090,P-B03-000081,Resistance,SECURES,part of master archive,custody-state,verified,true,known,,B03-C18-S04,,B03-C18-S04,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C18-S04,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000091,P-B03-000082,Snowfall Creek Archives,DEPLOYS,ancient lockdown defenses,on-page-event,verified,true,not-applicable,,B03-C19-S02,,B03-C19-S02,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C19-S02,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000092,P-B03-000083,Margot Vance,DESTROYS_OR_DISABLES,Gunship,on-page-event,verified,true,known,,B03-C19-S05,,B03-C19-S05,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C19-S05,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000093,P-B03-000084,Valerius,CAPTURES,library,on-page-event,verified,true,known,,B03-C20-S01,,B03-C20-S01,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C20-S01,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000094,P-B03-000085,Margot Vance,ACTIVATES,Protocol Wild Hunt,on-page-event,verified,true,known,,B03-C20-S03,,B03-C20-S03,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C20-S03,,manuscript,4,high,human-verified,,,,,Open Loops & Guns,promise-or-obligation
A-B03-000095,P-B03-000086,Protocol Wild Hunt,MOBILIZES,Snowfall Creek,story-world-fact,verified,true,not-applicable,,B03-C21-S01,,B03-C21-S01,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C21-S01,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000096,P-B03-000087,Fire Elemental,POWERS,library defenses,custody-state,verified,true,known,,B03-C21-S02,,B03-C21-S02,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C21-S02,,manuscript,4,high,human-verified,,,,,Logistics,state-or-custody
A-B03-000097,P-B03-000088,Jonah Harrow,REJECTS,cursed weapons,character-state,verified,true,known,,B03-C21-S03,,B03-C21-S03,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C21-S03,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000098,P-B03-000089,Jonah Harrow,DECLARES,Margot is his anchor,relationship-event,verified,true,known,,B03-C21-S05,,B03-C21-S05,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C21-S05,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000099,P-B03-000090,Grey Guard,ARRIVES_AS,anti-magic siege legion,story-world-fact,verified,true,known,,B03-C21-S06,,B03-C21-S06,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C21-S06,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000100,P-B03-000091,Snowfall Creek coalition,REFUSES,Valerius surrender demand,on-page-event,verified,true,known,,B03-C21-S06,,B03-C21-S06,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C21-S06,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000101,P-B03-000092,Margot Vance,ACTIVATES,Escher-floor trap,on-page-event,verified,true,known,,B03-C22-S03,,B03-C22-S03,Shared POV,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C22-S03,,manuscript,4,high,human-verified,,,,,Open Loops & Guns,promise-or-obligation
A-B03-000102,P-B03-000093,Valerius,DEPLOYS,Siege Golem,on-page-event,verified,true,known,,B03-C22-S05,,B03-C22-S05,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C22-S05,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000103,P-B03-000094,Margot Vance,CLASSIFIES,Siege Golem as inventory,story-world-fact,verified,true,known,,B03-C23-S02,,B03-C23-S02,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C23-S02,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000104,P-B03-000095,Margot Vance,RETURNS_TO_VOID,Siege Golem,on-page-event,verified,true,known,,B03-C23-S05,,B03-C23-S05,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C23-S05,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000105,P-B03-000096,Valerius,ESTABLISHES,starvation siege,story-world-fact,verified,true,known,,B03-C23-S06,,B03-C23-S06,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C23-S06,,manuscript,4,high,human-verified,,,,,Open Loops & Guns,promise-or-obligation
A-B03-000106,P-B03-000097,Aleksei,ACTIVATES,AM transmitter,on-page-event,verified,true,known,,B03-C24-S03,,B03-C24-S03,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C24-S03,,manuscript,4,high,human-verified,,,,,Open Loops & Guns,promise-or-obligation
A-B03-000107,P-B03-000098,Jonah Harrow,BROADCASTS,regional plea for witnesses,on-page-event,verified,true,known,,B03-C24-S04,,B03-C24-S04,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C24-S04,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000108,P-B03-000099,Grey Guard Hunters,ATTEMPT_CAPTURE,Jonah Harrow,on-page-event,verified,true,known,,B03-C24-S05,,B03-C24-S05,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C24-S05,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000109,P-B03-000100,Civilian convoy,RESPONDS_TO,Jonah broadcast,story-world-fact,verified,true,known,,B03-C24-S06,,B03-C24-S06,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C24-S06,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000110,P-B03-000101,Valerius,ACTIVATES,backup Feral Signal,on-page-event,verified,true,known,,B03-C25-S03,,B03-C25-S03,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C25-S03,,manuscript,4,high,human-verified,,,,,Open Loops & Guns,promise-or-obligation
A-B03-000111,P-B03-000102,Margot Vance,SYNTHESIZES,antiviral cure,on-page-event,verified,true,known,,B03-C25-S06,,B03-C25-S06,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C25-S06,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000112,P-B03-000103,Jonah Harrow,CONFINES,self in holding cell,character-state,verified,true,known,,B03-C26-S03,,B03-C26-S03,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C26-S03,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000113,P-B03-000104,Margot Vance,DISRUPTS,Jonah infection with counter-signal,on-page-event,verified,true,known,,B03-C26-S04,,B03-C26-S04,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C26-S04,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000114,P-B03-000105,Silas,HAS_STATUS,revenant founder,story-world-fact,verified,true,known,,B03-C26-S05,,B03-C26-S05,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C26-S05,,manuscript,4,high,human-verified,,,,,Logistics,state-or-custody
A-B03-000115,P-B03-000106,Iron Horse,TRANSMITS,Feral Signal,story-world-fact,verified,true,known,,B03-C26-S06,,B03-C26-S06,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C26-S06,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000116,P-B03-000107,Assault team,BOARDS,Iron Horse,on-page-event,verified,true,known,,B03-C27-S03,,B03-C27-S03,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C27-S03,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000117,P-B03-000108,Jackson Harrow,HAS_STATUS,alive Alpha battery,story-world-fact,verified,true,known,,B03-C27-S04,,B03-C27-S04,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C27-S04,,manuscript,4,high,human-verified,,,,,Logistics,state-or-custody
A-B03-000118,P-B03-000109,Valerius,SETS,dam collision course,on-page-event,verified,true,known,,B03-C27-S05,,B03-C27-S05,Shared POV,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C27-S05,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000119,P-B03-000110,Margot Vance,DESTROYS,Iron Horse Emitter,on-page-event,verified,true,known,,B03-C28-S03,,B03-C28-S03,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C28-S03,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000120,P-B03-000111,Margot Vance,FREES,Jackson Harrow,on-page-event,verified,true,known,,B03-C28-S03,,B03-C28-S03,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C28-S03,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000121,P-B03-000112,Aleksei and Sarah,DECOUPLE,rear train cars,on-page-event,verified,true,known,,B03-C28-S04,,B03-C28-S04,Shared POV,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C28-S04,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000122,P-B03-000113,CANON,EVENT_OCCURRED,locomotive crash without dam failure,on-page-event,verified,true,not-applicable,,B03-C28-S05,,B03-C28-S05,Shared POV,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C28-S05,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000123,P-B03-000114,Jackson Harrow,RECOGNIZES,Jonah Harrow,relationship-event,verified,true,known,,B03-C28-S06,,B03-C28-S06,Shared POV,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C28-S06,,manuscript,4,high,human-verified,,,,,Knowledge States,epistemic
A-B03-000124,P-B03-000115,Arthur Sterling,COLLABORATES_FOR,political advancement and control,story-world-fact,verified,true,known,,B03-C29-S02,,B03-C29-S02,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C29-S02,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000125,P-B03-000116,Margot Vance,INVOKES,original Charter,on-page-event,verified,true,known,,B03-C29-S03,,B03-C29-S03,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C29-S03,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000126,P-B03-000117,Margot Vance,ARCHIVES_AS_BOOK,Valerius,on-page-event,verified,true,known,,B03-C29-S05,,B03-C29-S05,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C29-S05,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000127,P-B03-000118,Federal Government,ESTABLISHES,Special Administrative Zone,story-world-fact,verified,true,not-applicable,,B03-C30-S02,,B03-C30-S02,Margot Vance,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C30-S02,,manuscript,4,high,human-verified,,,,,Open Loops & Guns,promise-or-obligation
A-B03-000128,P-B03-000119,Jonah Harrow and Margot Vance,ACHIEVE,durable HEA,relationship-state,verified,true,known,,B03-C30-S03,,B03-C30-S03,Shared POV,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C30-S03,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000129,P-B03-000120,Jackson Harrow,TRANSFERS,old sheriff badge to Jonah,on-page-event,verified,true,known,,B03-C30-S04,,B03-C30-S04,Jonah Harrow,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C30-S04,,manuscript,4,high,human-verified,,,,,Logistics,state-or-custody
A-B03-000130,P-B03-000121,Silas,BECOMES,Speaker of Council,story-world-fact,verified,true,known,,B03-C30-S05,,B03-C30-S05,Shared POV,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C30-S05,,manuscript,4,high,human-verified,,,,,Canon Commit Log,event
A-B03-000131,P-B03-000122,Cian,INTRODUCES,next-book threat,series-promise,verified,true,known,,B03-C30-S06,,B03-C30-S06,Shared POV,explicit,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,B03-C30-S06,,manuscript,4,high,human-verified,,,,,Open Loops & Guns,promise-or-obligation
