normalized_event_id,book_id,start_scene_id,end_scene_id,event_label,event_type,participant_entity_ids,participant_roles,continuity_group_id,source_span,source_quote,evidence_status,canonical_status,review_status,review_rationale
N-EVT-B03-C09-S05-001,B03,B03-C09-S05,B03-C09-S05,The crowd surges toward Sterling and his forces,mob_action,ENT-CHAR-0009;ENT-CHAR-0008;ENT-CHAR-0002;ENT-CHAR-0001,Crowd:actor;Sterling:target;Kael:target;Margot:witness;Jonah:witness,PUBLIC-EXPOSURE,B03-C09-S05,Crowd surges,event-specific-candidate,candidate,scaled-batch-v1.0,Escalates revelation into physical instability.
N-EVT-B03-C09-S05-002,B03,B03-C09-S05,B03-C09-S05,Sterling orders an emergency extraction,command,ENT-CHAR-0009;ENT-CHAR-0008;ENT-CHAR-0010,Sterling:commander;Kael:subordinate;Marksman:subordinate,ANTAGONIST-ESCAPE,B03-C09-S05,Sterling orders extraction,event-specific-candidate,candidate,scaled-batch-v1.0,Begins antagonist withdrawal.
N-EVT-B03-C09-S05-003,B03,B03-C09-S05,B03-C09-S05,"Sterling, Kael, and the mercenaries escape under magical smoke",escape,ENT-CHAR-0009;ENT-CHAR-0008;ENT-CHAR-0010;ENT-CHAR-0002;ENT-CHAR-0001,Sterling:escapee;Kael:escapee;Marksman:escapee;Margot:witness;Jonah:witness,ANTAGONIST-ESCAPE,B03-C09-S05,antagonists flee,event-specific-candidate,candidate,scaled-batch-v1.0,Preserves antagonists for later conflict.
N-EVT-B03-C09-S05-004,B03,B03-C09-S05,B03-C09-S05,Jonah decides to regroup at his ridge cabin,retreat_decision,ENT-CHAR-0001;ENT-CHAR-0002;ENT-OBJ-0001,Jonah:decision-maker;Margot:companion;Scrolls:protected-object,CABIN-RETREAT,B03-C09-S05,regrouping at cabin,event-specific-candidate,candidate,scaled-batch-v1.0,Creates next safe destination.
N-EVT-B03-C09-S05-005,B03,B03-C09-S05,B03-C09-S05,Margot and Jonah flee with the Treaty,escape,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Margot:escapee;Jonah:escapee-and-custodian;Scrolls:carried-object,CABIN-RETREAT,B03-C09-S05,flee toward Jonah's cabin,event-specific-candidate,candidate,scaled-batch-v1.0,Preserves evidence and removes them from mob danger.
N-EVT-B03-C09-S06-001,B03,B03-C09-S06,B03-C09-S06,Margot and Jonah plan to scan and upload the Treaty,evidence_plan,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Margot:planner;Jonah:planner-and-custodian;Scrolls:source,EVIDENCE-DISTRIBUTION,B03-C09-S06,scanning and uploading Treaty,event-specific-candidate,candidate,scaled-batch-v1.0,Begins redundancy and public-proof strategy.
N-EVT-B03-C09-S06-002,B03,B03-C09-S06,B03-C09-S06,They acknowledge that the revelation may trigger war,stakes_assessment,ENT-CHAR-0002;ENT-CHAR-0001,Margot:assessor;Jonah:assessor,PUBLIC-EXPOSURE,B03-C09-S06,They discuss war,event-specific-candidate,candidate,scaled-batch-v1.0,Recognizes system-level consequence.
N-EVT-B03-C09-S06-003,B03,B03-C09-S06,B03-C09-S06,Margot mourns the probable loss of the library,loss_recognition,ENT-CHAR-0002;ENT-CHAR-0001,Margot:griever;Jonah:witness,LIBRARY-LOSS,B03-C09-S06,library loss,event-specific-candidate,candidate,scaled-batch-v1.0,Creates emotional and institutional loss state.
N-EVT-B03-C09-S06-004,B03,B03-C09-S06,B03-C09-S06,Jonah offers his cabin as refuge,shelter_offer,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:offerer;Margot:recipient,CABIN-RETREAT,B03-C09-S06,cabin refuge,event-specific-candidate,candidate,scaled-batch-v1.0,Creates safe-space and relationship implication.
N-EVT-B03-C09-S06-005,B03,B03-C09-S06,B03-C09-S06,Margot realizes she is in love with Jonah,internal_revelation,ENT-CHAR-0002;ENT-CHAR-0001,Margot:knower;Jonah:love-object,RELATIONSHIP-ESCALATION,B03-C09-S06,Margot recognizes love,event-specific-candidate,candidate,scaled-batch-v1.0,Major internal relationship-state change.
N-EVT-B03-C10-S01-001,B03,B03-C10-S01,B03-C10-S01,Jonah and Margot arrive at the fortified ridge cabin,arrival,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0015,Jonah:host;Margot:refugee;Cabin:destination,CABIN-REFUGE,B03-C10-S01,Arrival at fortified cabin,event-specific-candidate,candidate,scaled-batch-v1.0,Establishes a temporary secure base.
N-EVT-B03-C10-S01-002,B03,B03-C10-S01,B03-C10-S01,Jonah explains the cabin's wards and isolation,security_disclosure,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0015,Jonah:speaker;Margot:recipient;Cabin:subject,CABIN-REFUGE,B03-C10-S01,Jonah explains wards and isolation,event-specific-candidate,candidate,scaled-batch-v1.0,Defines the refuge's protections and limitations.
N-EVT-B03-C10-S01-003,B03,B03-C10-S01,B03-C10-S01,Margot acknowledges that her apartment and former life are gone,loss_recognition,ENT-CHAR-0002;ENT-CHAR-0001,Margot:knower;Jonah:witness,DISPLACEMENT,B03-C10-S01,her apartment and former life are gone,event-specific-candidate,candidate,scaled-batch-v1.0,Creates explicit displacement state.
N-EVT-B03-C10-S01-004,B03,B03-C10-S01,B03-C10-S01,"Jonah gives Margot clothes, shelter, and access to the cabin",resource_transfer,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0015,Jonah:provider;Margot:recipient;Cabin:refuge,CABIN-REFUGE,B03-C10-S01,"gives Margot clothes, shelter, and access",event-specific-candidate,candidate,scaled-batch-v1.0,Transfers immediate survival resources.
N-EVT-B03-C10-S01-005,B03,B03-C10-S01,B03-C10-S01,Margot begins showering and physical recovery,recovery_action,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0015,Margot:recovering;Jonah:protector;Cabin:safe-space,CABIN-REFUGE,B03-C10-S01,shower and recovery begin,event-specific-candidate,candidate,scaled-batch-v1.0,Begins decompression from escape.
N-EVT-B03-C10-S02-001,B03,B03-C10-S02,B03-C10-S02,Jonah arms and secures the cabin,defensive_preparation,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0015,Jonah:actor;Margot:protected;Cabin:defended-location,CABIN-DEFENSE,B03-C10-S02,Jonah arms the cabin,event-specific-candidate,candidate,scaled-batch-v1.0,Shifts refuge into defensive posture.
N-EVT-B03-C10-S02-002,B03,B03-C10-S02,B03-C10-S02,Margot emerges wearing Jonah's clothes,relationship_signal,ENT-CHAR-0002;ENT-CHAR-0001,Margot:actor;Jonah:observer,RELATIONSHIP-ESCALATION,B03-C10-S02,Margot emerges in his clothes,event-specific-candidate,candidate,scaled-batch-v1.0,Signals intimacy and temporary domesticity.
N-EVT-B03-C10-S02-003,B03,B03-C10-S02,B03-C10-S02,Jonah and Margot discuss their fugitive status and immediate options,planning_discussion,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:planner;Margot:planner,CABIN-REFUGE,B03-C10-S02,coffee and fugitive discussion,event-specific-candidate,candidate,scaled-batch-v1.0,Aligns their understanding of danger.
N-EVT-B03-C10-S02-004,B03,B03-C10-S02,B03-C10-S02,Margot asks whether they face the future together,relationship_question,ENT-CHAR-0002;ENT-CHAR-0001,Margot:asker;Jonah:recipient,RELATIONSHIP-COMMITMENT,B03-C10-S02,whether they face the future together,event-specific-candidate,candidate,scaled-batch-v1.0,Forces explicit relationship choice.
N-EVT-B03-C10-S02-005,B03,B03-C10-S02,B03-C10-S02,Jonah commits to facing the future with Margot,relationship_commitment,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:committer;Margot:recipient,RELATIONSHIP-COMMITMENT,B03-C10-S02,Jonah says yes,event-specific-candidate,candidate,scaled-batch-v1.0,Creates explicit joint-action commitment.
N-EVT-B03-C10-S03-001,B03,B03-C10-S03,B03-C10-S03,Margot cleans and dresses Jonah's silver burn,medical_care,ENT-CHAR-0002;ENT-CHAR-0001,Margot:caregiver;Jonah:patient,JONAH-INJURY,B03-C10-S03,cleans and dresses silver burn,event-specific-candidate,candidate,scaled-batch-v1.0,Extends injury and healing continuity.
N-EVT-B03-C10-S03-002,B03,B03-C10-S03,B03-C10-S03,Margot treats Jonah's chest injuries,medical_care,ENT-CHAR-0002;ENT-CHAR-0001,Margot:caregiver;Jonah:patient,JONAH-INJURY,B03-C10-S03,chest injuries,event-specific-candidate,candidate,scaled-batch-v1.0,Records additional combat damage.
N-EVT-B03-C10-S03-003,B03,B03-C10-S03,B03-C10-S03,Jonah and Margot discuss his old scars and long service to the town,personal_disclosure,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:subject;Margot:listener,JONAH-BACKSTORY,B03-C10-S03,old scars are discussed,event-specific-candidate,candidate,scaled-batch-v1.0,Makes cumulative sacrifice explicit.
N-EVT-B03-C10-S03-004,B03,B03-C10-S03,B03-C10-S03,Margot recognizes the cumulative cost Jonah has paid for the town,relationship_reappraisal,ENT-CHAR-0002;ENT-CHAR-0001,Margot:reappraiser;Jonah:recognized,RELATIONSHIP-ESCALATION,B03-C10-S03,cumulative cost Jonah has paid,event-specific-candidate,candidate,scaled-batch-v1.0,Deepens respect and attachment.
N-EVT-B03-C10-S03-005,B03,B03-C10-S03,B03-C10-S03,Jonah accepts gentleness and medical care from Margot,vulnerability_acceptance,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:recipient;Margot:caregiver,RELATIONSHIP-ESCALATION,B03-C10-S03,accepts gentleness,event-specific-candidate,candidate,scaled-batch-v1.0,Changes Jonah's openness to care.
N-EVT-B03-C10-S04-001,B03,B03-C10-S04,B03-C10-S04,Margot initiates intimacy on the bearskin rug,sexual_initiation,ENT-CHAR-0002;ENT-CHAR-0001,Margot:initiator;Jonah:recipient,CABIN-INTIMACY,B03-C10-S04,Margot initiates,event-specific-candidate,candidate,scaled-batch-v1.0,Begins relationship-definition encounter.
N-EVT-B03-C10-S04-002,B03,B03-C10-S04,B03-C10-S04,Jonah explains the lifelong nature of the wolf bond,bond_disclosure,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:speaker;Margot:recipient,MATE-BOND,B03-C10-S04,lifelong wolf bond,event-specific-candidate,candidate,scaled-batch-v1.0,Makes permanence explicit.
N-EVT-B03-C10-S04-003,B03,B03-C10-S04,B03-C10-S04,Margot accepts the permanence of the bond and says she is not leaving,relationship_commitment,ENT-CHAR-0002;ENT-CHAR-0001,Margot:committer;Jonah:recipient,RELATIONSHIP-COMMITMENT,B03-C10-S04,she is not leaving,event-specific-candidate,candidate,scaled-batch-v1.0,Resolves immediate fear of abandonment.
N-EVT-B03-C10-S04-004,B03,B03-C10-S04,B03-C10-S04,Jonah and Margot mutually affirm consent and permanence,consent_and_commitment,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:participant;Margot:participant,CABIN-INTIMACY,B03-C10-S04,consent and permanence are affirmed,event-specific-candidate,candidate,scaled-batch-v1.0,Combines sexual and relationship consent.
N-EVT-B03-C10-S04-005,B03,B03-C10-S04,B03-C10-S04,Jonah and Margot resume intimacy,sexual_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:participant;Margot:participant,CABIN-INTIMACY,B03-C10-S04,resume intimacy,event-specific-candidate,candidate,scaled-batch-v1.0,Acts on mutual commitment.
N-EVT-B03-C10-S05-001,B03,B03-C10-S05,B03-C10-S05,Jonah and Margot rest after intimacy,aftercare,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0015,Jonah:participant;Margot:participant;Cabin:safe-space,CABIN-INTIMACY,B03-C10-S05,Post-intimacy rest,event-specific-candidate,candidate,scaled-batch-v1.0,Creates a brief domestic equilibrium.
N-EVT-B03-C10-S05-002,B03,B03-C10-S05,B03-C10-S05,The Federal Magisterium orders Jonah to surrender Margot within four hours,ultimatum,ENT-GROUP-0003;ENT-CHAR-0001;ENT-CHAR-0002,Magisterium:issuer;Jonah:recipient;Margot:target,MAGISTERIUM-ULTIMATUM,B03-C10-S05,surrender Margot within four hours,event-specific-candidate,candidate,scaled-batch-v1.0,Creates explicit deadline and betrayal demand.
N-EVT-B03-C10-S05-003,B03,B03-C10-S05,B03-C10-S05,The Magisterium quarantines the town and labels Margot a saboteur,institutional_action,ENT-GROUP-0003;ENT-CHAR-0002;ENT-CHAR-0001,Magisterium:actor;Margot:accused;Jonah:recipient,MAGISTERIUM-ULTIMATUM,B03-C10-S05,town quarantine; Margot named saboteur,event-specific-candidate,candidate,scaled-batch-v1.0,Expands threat from personal to institutional.
N-EVT-B03-C10-S05-004,B03,B03-C10-S05,B03-C10-S05,The Magisterium announces an inbound containment team,threat_announcement,ENT-GROUP-0003;ENT-CHAR-0001;ENT-CHAR-0002,Magisterium:sender;Jonah:recipient;Margot:target,CABIN-SIEGE,B03-C10-S05,containment team inbound,event-specific-candidate,candidate,scaled-batch-v1.0,Signals imminent attack.
N-EVT-B03-C10-S05-005,B03,B03-C10-S05,B03-C10-S05,Jonah deletes the order and prepares to resist,defiance_decision,ENT-CHAR-0001;ENT-CHAR-0002;ENT-GROUP-0003,Jonah:decision-maker;Margot:protected;Magisterium:opposed-party,CABIN-DEFENSE,B03-C10-S05,Jonah deletes the message,event-specific-candidate,candidate,scaled-batch-v1.0,Rejects institutional authority.
N-EVT-B03-C10-S05-006,B03,B03-C10-S05,B03-C10-S05,Jonah arms himself for the coming attack,defensive_preparation,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0015,Jonah:actor;Margot:protected;Cabin:defended-location,CABIN-DEFENSE,B03-C10-S05,arms himself,event-specific-candidate,candidate,scaled-batch-v1.0,Moves from defiance to active defense.
N-EVT-B03-C11-S01-001,B03,B03-C11-S01,B03-C11-S01,Jonah and Margot secure the cabin's steel shutters,defensive_preparation,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0015,Jonah:actor;Margot:actor;Cabin:defended-location,CABIN-SIEGE,B03-C11-S01,Steel shutters secured,event-specific-candidate,candidate,scaled-batch-v1.0,Hardens the perimeter.
N-EVT-B03-C11-S01-002,B03,B03-C11-S01,B03-C11-S01,The Treaty reveals a ledger of disappearances,evidence_discovery,ENT-CHAR-0001;ENT-CHAR-0002;ENT-OBJ-0010,Jonah:discoverer;Margot:discoverer;Treaty:evidence,TREATY-EVIDENCE,B03-C11-S01,Treaty reveals disappearance ledger,event-specific-candidate,candidate,scaled-batch-v1.0,Adds documented victims to the historical case.
N-EVT-B03-C11-S01-003,B03,B03-C11-S01,B03-C11-S01,The Treaty upload stalls at forty-five percent under communications jamming,system_failure,ENT-CHAR-0001;ENT-CHAR-0002;ENT-OBJ-0010;ENT-GROUP-0003,Jonah:operator;Margot:operator;Treaty:data-source;Magisterium:jammer,EVIDENCE-DISTRIBUTION,B03-C11-S01,upload stalls at 45%,event-specific-candidate,candidate,scaled-batch-v1.0,Blocks evidence redundancy.
N-EVT-B03-C11-S01-004,B03,B03-C11-S01,B03-C11-S01,Jonah distributes weapons and defensive roles,resource_distribution,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:distributor;Margot:recipient,CABIN-SIEGE,B03-C11-S01,weapons distributed,event-specific-candidate,candidate,scaled-batch-v1.0,Creates combat readiness.
N-EVT-B03-C11-S01-005,B03,B03-C11-S01,B03-C11-S01,The perimeter alarm announces the tactical team's arrival,alarm_event,ENT-CHAR-0001;ENT-CHAR-0002;ENT-GROUP-0003;ENT-LOC-0015,Alarm:signal;Jonah:recipient;Margot:recipient;Team:arriving-force,CABIN-SIEGE,B03-C11-S01,alarm triggers,event-specific-candidate,candidate,scaled-batch-v1.0,Ends preparation phase.
N-EVT-B03-C11-S02-001,B03,B03-C11-S02,B03-C11-S02,The federal tactical team assaults the cabin,siege_attack,ENT-GROUP-0003;ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0015,Team:attacker;Jonah:defender;Margot:defender;Cabin:target,CABIN-SIEGE,B03-C11-S02,Cabin assault,event-specific-candidate,candidate,scaled-batch-v1.0,Begins active siege.
N-EVT-B03-C11-S02-002,B03,B03-C11-S02,B03-C11-S02,Jonah repels the first breach attempt,defensive_action,ENT-CHAR-0001;ENT-GROUP-0003;ENT-CHAR-0002,Jonah:defender;Team:attacker;Margot:protected,CABIN-SIEGE,B03-C11-S02,Jonah repels breach,event-specific-candidate,candidate,scaled-batch-v1.0,Temporarily holds perimeter.
N-EVT-B03-C11-S02-003,B03,B03-C11-S02,B03-C11-S02,The steel shutters withstand the assault,defense_success,ENT-LOC-0015;ENT-GROUP-0003;ENT-CHAR-0001;ENT-CHAR-0002,Cabin:defensive-system;Team:attacker;Jonah:witness;Margot:witness,CABIN-SIEGE,B03-C11-S02,shutters hold,event-specific-candidate,candidate,scaled-batch-v1.0,Confirms defenses are effective but temporary.
N-EVT-B03-C11-S02-004,B03,B03-C11-S02,B03-C11-S02,The attackers regroup for a stronger breach,enemy_repositioning,ENT-GROUP-0003;ENT-CHAR-0001;ENT-CHAR-0002,Team:actor;Jonah:observer;Margot:observer,CABIN-SIEGE,B03-C11-S02,attackers regroup,event-specific-candidate,candidate,scaled-batch-v1.0,Escalates pressure.
N-EVT-B03-C11-S02-005,B03,B03-C11-S02,B03-C11-S02,Jonah proposes blowing the root-cellar wall as an escape route,escape_plan,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0015,Jonah:planner;Margot:participant;Cabin:origin,ROOT-CELLAR-ESCAPE,B03-C11-S02,blowing the root-cellar wall,event-specific-candidate,candidate,scaled-batch-v1.0,Creates destructive escape plan.
N-EVT-B03-C11-S02-006,B03,B03-C11-S02,B03-C11-S02,Jonah and Margot retreat into the root cellar,tactical_retreat,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0015;ENT-OBJ-0010,Jonah:actor;Margot:actor;Cabin:origin;Treaty:carried-evidence,ROOT-CELLAR-ESCAPE,B03-C11-S02,move to root cellar,event-specific-candidate,candidate,scaled-batch-v1.0,Abandons upper defenses.
N-EVT-B03-C11-S03-001,B03,B03-C11-S03,B03-C11-S03,Jonah barricades the root cellar,defensive_preparation,ENT-CHAR-0001;ENT-CHAR-0002;ENT-GROUP-0003,Jonah:actor;Margot:protected;Team:approaching-force,ROOT-CELLAR-ESCAPE,B03-C11-S03,Root-cellar barricade,event-specific-candidate,candidate,scaled-batch-v1.0,Buys time for demolition.
N-EVT-B03-C11-S03-002,B03,B03-C11-S03,B03-C11-S03,Jonah prepares old mining charges in the retaining wall,explosive_preparation,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:actor;Margot:witness,ROOT-CELLAR-ESCAPE,B03-C11-S03,mining charges,event-specific-candidate,candidate,scaled-batch-v1.0,Sets irreversible escape mechanism.
N-EVT-B03-C11-S03-003,B03,B03-C11-S03,B03-C11-S03,The tactical team breaches the cellar entrance,breach,ENT-GROUP-0003;ENT-CHAR-0001;ENT-CHAR-0002,Team:attacker;Jonah:defender;Margot:defender,ROOT-CELLAR-ESCAPE,B03-C11-S03,breach,event-specific-candidate,candidate,scaled-batch-v1.0,Triggers detonation timing.
N-EVT-B03-C11-S03-004,B03,B03-C11-S03,B03-C11-S03,Jonah detonates the retaining wall,explosion,ENT-CHAR-0001;ENT-CHAR-0002;ENT-GROUP-0003;ENT-LOC-0015,Jonah:actor;Margot:protected;Team:affected;Cabin:damaged-location,ROOT-CELLAR-ESCAPE,B03-C11-S03,explosion,event-specific-candidate,candidate,scaled-batch-v1.0,Creates irreversible destruction and escape opening.
N-EVT-B03-C11-S03-005,B03,B03-C11-S03,B03-C11-S03,Margot and Jonah escape into the ravine with the Treaty,escape,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0010,Margot:escapee;Jonah:escapee-and-custodian;Treaty:carried-evidence,WILDERNESS-FLIGHT,B03-C11-S03,ravine escape,event-specific-candidate,candidate,scaled-batch-v1.0,Ends cabin siege and begins wilderness pursuit.
N-EVT-B03-C12-S01-001,B03,B03-C12-S01,B03-C12-S01,Margot and Jonah flee through deep snow,flight,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0010,Margot:fugitive;Jonah:fugitive-and-custodian;Treaty:carried-evidence,WILDERNESS-FLIGHT,B03-C12-S01,Flight through deep snow,event-specific-candidate,candidate,scaled-batch-v1.0,Continues immediate escape.
N-EVT-B03-C12-S01-002,B03,B03-C12-S01,B03-C12-S01,A helicopter pursues them through the woods,aerial_pursuit,ENT-GROUP-0003;ENT-CHAR-0001;ENT-CHAR-0002,Magisterium:pursuer;Jonah:target;Margot:target,WILDERNESS-FLIGHT,B03-C12-S01,helicopter pursuit,event-specific-candidate,candidate,scaled-batch-v1.0,Adds detection and mobility pressure.
N-EVT-B03-C12-S01-003,B03,B03-C12-S01,B03-C12-S01,Jonah masks the Treaty's magical signature with mud and concealment magic,evidence_concealment,ENT-CHAR-0001;ENT-OBJ-0010;ENT-CHAR-0002,Jonah:actor;Treaty:concealed-object;Margot:witness,TREATY-CUSTODY,B03-C12-S01,conceals evidence signature,event-specific-candidate,candidate,scaled-batch-v1.0,Protects the evidence from magical tracking.
N-EVT-B03-C12-S01-004,B03,B03-C12-S01,B03-C12-S01,Jonah decides they must cross the river despite lethal weather,route_decision,ENT-CHAR-0001;ENT-CHAR-0002;ENT-OBJ-0010,Jonah:decision-maker;Margot:participant;Treaty:carried-evidence,RIVER-CROSSING,B03-C12-S01,river crossing planned,event-specific-candidate,candidate,scaled-batch-v1.0,Chooses hazardous route to break pursuit.
N-EVT-B03-C12-S02-001,B03,B03-C12-S02,B03-C12-S02,Margot and Jonah cross the frozen river,hazardous_crossing,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0010,Margot:crossing;Jonah:crossing-and-custodian;Treaty:carried-evidence,RIVER-CROSSING,B03-C12-S02,River crossing,event-specific-candidate,candidate,scaled-batch-v1.0,Executes high-risk escape.
N-EVT-B03-C12-S02-002,B03,B03-C12-S02,B03-C12-S02,They evade the helicopter spotlight during the crossing,evasion,ENT-CHAR-0002;ENT-CHAR-0001;ENT-GROUP-0003,Margot:evader;Jonah:evader;Magisterium:pursuer,RIVER-CROSSING,B03-C12-S02,spotlight evasion,event-specific-candidate,candidate,scaled-batch-v1.0,Avoids capture.
N-EVT-B03-C12-S02-003,B03,B03-C12-S02,B03-C12-S02,Margot becomes unable to move from cold exposure,medical_crisis,ENT-CHAR-0002;ENT-CHAR-0001,Margot:patient;Jonah:rescuer,HYPOTHERMIA,B03-C12-S02,Margot becomes unable to move,event-specific-candidate,candidate,scaled-batch-v1.0,Creates life-threatening state.
N-EVT-B03-C12-S02-004,B03,B03-C12-S02,B03-C12-S02,Jonah removes Margot's wet clothing and deploys an emergency blanket,medical_intervention,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:rescuer;Margot:patient,HYPOTHERMIA,B03-C12-S02,wet clothes removed; emergency blanket deployed,event-specific-candidate,candidate,scaled-batch-v1.0,Begins emergency treatment.
N-EVT-B03-C12-S02-005,B03,B03-C12-S02,B03-C12-S02,Jonah begins skin-to-skin warming,medical_intervention,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:rescuer;Margot:patient,HYPOTHERMIA,B03-C12-S02,skin-to-skin warming,event-specific-candidate,candidate,scaled-batch-v1.0,Provides direct body-heat recovery.
N-EVT-B03-C12-S03-001,B03,B03-C12-S03,B03-C12-S03,Margot's body temperature begins to recover,state_recovery,ENT-CHAR-0002;ENT-CHAR-0001,Margot:recovering;Jonah:rescuer,HYPOTHERMIA,B03-C12-S03,body heat recovery,event-specific-candidate,candidate,scaled-batch-v1.0,Confirms treatment works.
N-EVT-B03-C12-S03-002,B03,B03-C12-S03,B03-C12-S03,The pursuing helicopter leaves the area,pursuit_lull,ENT-GROUP-0003;ENT-CHAR-0001;ENT-CHAR-0002,Magisterium:departing-pursuer;Jonah:observer;Margot:observer,WILDERNESS-FLIGHT,B03-C12-S03,helicopter departs,event-specific-candidate,candidate,scaled-batch-v1.0,Creates temporary tactical window.
N-EVT-B03-C12-S03-003,B03,B03-C12-S03,B03-C12-S03,Jonah decides to circle back through the old mining tunnels,counterroute_decision,ENT-CHAR-0001;ENT-CHAR-0002;ENT-OBJ-0010,Jonah:planner;Margot:participant;Treaty:carried-evidence,MINE-ROUTE,B03-C12-S03,mining-tunnel plan formed,event-specific-candidate,candidate,scaled-batch-v1.0,Turns flight into counter-maneuver.
N-EVT-B03-C12-S03-004,B03,B03-C12-S03,B03-C12-S03,Margot stabilizes enough to continue,medical_recovery,ENT-CHAR-0002;ENT-CHAR-0001,Margot:recovering;Jonah:rescuer,HYPOTHERMIA,B03-C12-S03,Margot stabilizes,event-specific-candidate,candidate,scaled-batch-v1.0,Ends immediate medical crisis.
N-EVT-B03-C12-S04-001,B03,B03-C12-S04,B03-C12-S04,Margot and Jonah put on dry clothes and resume travel,recovery_transition,ENT-CHAR-0002;ENT-CHAR-0001,Margot:actor;Jonah:actor,MINE-ROUTE,B03-C12-S04,Dry clothes donned,event-specific-candidate,candidate,scaled-batch-v1.0,Restores mobility.
N-EVT-B03-C12-S04-002,B03,B03-C12-S04,B03-C12-S04,Jonah tracks the route toward the mine entrance in wolf mode,tracking_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:tracker;Margot:companion,MINE-ROUTE,B03-C12-S04,wolf tracking,event-specific-candidate,candidate,scaled-batch-v1.0,Uses supernatural capability for navigation.
N-EVT-B03-C12-S04-003,B03,B03-C12-S04,B03-C12-S04,A Yeti appears and blocks the route,creature_encounter,ENT-CHAR-0001;ENT-CHAR-0002,Yeti:threat;Jonah:defender;Margot:protected,YETI-ENCOUNTER,B03-C12-S04,Yeti appears,event-specific-candidate,candidate,scaled-batch-v1.0,Creates new obstacle.
N-EVT-B03-C12-S04-004,B03,B03-C12-S04,B03-C12-S04,Jonah fully shifts into wolf form to fight without shooting the Yeti,full_transformation,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:shifter;Margot:witness;Yeti:opponent,YETI-ENCOUNTER,B03-C12-S04,Jonah full-shifts,event-specific-candidate,candidate,scaled-batch-v1.0,First full-wolf combat test in this sequence.
N-EVT-B03-C12-S05-001,B03,B03-C12-S05,B03-C12-S05,Jonah fights the Yeti in wolf form,creature_combat,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:combatant;Margot:witness;Yeti:combatant,YETI-ENCOUNTER,B03-C12-S05,Wolf-Yeti fight,event-specific-candidate,candidate,scaled-batch-v1.0,Sustained combat.
N-EVT-B03-C12-S05-002,B03,B03-C12-S05,B03-C12-S05,Margot fires a warning shot into the air,tactical_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot:actor;Jonah:ally;Yeti:target-of-warning,YETI-ENCOUNTER,B03-C12-S05,warning shot,event-specific-candidate,candidate,scaled-batch-v1.0,Uses nonlethal intervention.
N-EVT-B03-C12-S05-003,B03,B03-C12-S05,B03-C12-S05,The Yeti retreats,encounter_resolution,ENT-CHAR-0001;ENT-CHAR-0002,Yeti:retreating-creature;Jonah:survivor;Margot:actor,YETI-ENCOUNTER,B03-C12-S05,Yeti retreat,event-specific-candidate,candidate,scaled-batch-v1.0,Resolves immediate threat.
N-EVT-B03-C12-S05-004,B03,B03-C12-S05,B03-C12-S05,Jonah's wolf greets Margot and recognizes her as pack,relationship_recognition,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:wolf-recognizer;Margot:recognized,MATE-BOND,B03-C12-S05,recognized as pack,event-specific-candidate,candidate,scaled-batch-v1.0,Externalizes acceptance in wolf form.
N-EVT-B03-C12-S05-005,B03,B03-C12-S05,B03-C12-S05,Margot accepts Jonah's wolf form without fear,relationship_acceptance,ENT-CHAR-0002;ENT-CHAR-0001,Margot:acceptor;Jonah:accepted,MATE-BOND,B03-C12-S05,Margot accepts the wolf,event-specific-candidate,candidate,scaled-batch-v1.0,Deepens bond through full-form acceptance.
